index,reason,detail
17,tsc,"probe-000017.ts(4,14): error TS2322: Type 'Either<string | number | RangeError, any>' is not assignable to type 'Either<string | RangeError, string>'. probe-000017.ts(5,26): error TS2345: Argument of type '1' is not assignable to parameter of type 'never'. probe-000017.ts(7,39): error TS2339: Proper"
