index,reason,detail
38,tsc,"probe-000038.ts(14,49): error TS2345: Argument of type 'string' is not assignable to parameter of type 'GuardPredicate<Ctx, { type: ""ARROW_LEFT""; } | { type: ""ARROW_RIGHT""; }, undefined, never>'. probe-000038.ts(17,48): error TS2345: Argument of type 'string' is not assignable to parameter of type '"
