index,reason,detail
18,tsc,"probe-000018.ts(18,13): error TS2322: Type '{ type: ""AquaticFarmProvisioned""; id: string; region: string; }' is not assignable to type 'never'. probe-000018.ts(30,13): error TS2322: Type '{ type: ""provision""; id: string; region: string; }' is not assignable to type 'never'."
